order_id,order_date,region,product_category,quantity,sales,profit
6355,2023-09-22 18:00:00,East,Electronics,4,180,76
6356,2023-09-22 19:00:00,East,Electronics,3,133,37
6357,2023-09-22 20:00:00,North,Office Supplies,2,37,39
6358,2023-09-22 21:00:00,East,Electronics,4,123,106
6359,2023-09-22 22:00:00,West,Office Supplies,3,205,80
6360,2023-09-22 23:00:00,East,Office Supplies,4,361,83
6361,2023-09-23 00:00:00,East,Furniture,3,481,21
6362,2023-09-23 01:00:00,West,Office Supplies,1,112,31
6363,2023-09-23 02:00:00,North,Office Supplies,1,320,118
6364,2023-09-23 03:00:00,North,Electronics,2,162,25
6365,2023-09-23 04:00:00,West,Office Supplies,4,162,21
6366,2023-09-23 05:00:00,West,Office Supplies,4,320,80
6367,2023-09-23 06:00:00,West,Furniture,3,471,48
6368,2023-09-23 07:00:00,East,Furniture,2,119,32
6369,2023-09-23 08:00:00,West,Electronics,1,472,29
6370,2023-09-23 09:00:00,South,Electronics,4,470,51
6371,2023-09-23 10:00:00,East,Furniture,3,479,105
6372,2023-09-23 11:00:00,North,Furniture,1,81,27
6373,2023-09-23 12:00:00,North,Office Supplies,1,103,79
6374,2023-09-23 13:00:00,North,Electronics,1,447,54
6375,2023-09-23 14:00:00,East,Electronics,3,295,69
6376,2023-09-23 15:00:00,South,Office Supplies,3,186,20
6377,2023-09-23 16:00:00,West,Office Supplies,1,314,128
6378,2023-09-23 17:00:00,West,Electronics,3,148,54
6379,2023-09-23 18:00:00,North,Furniture,1,383,17
6380,2023-09-23 19:00:00,North,Furniture,1,86,84
6381,2023-09-23 20:00:00,East,Office Supplies,1,66,39
6382,2023-09-23 21:00:00,South,Electronics,3,476,118
6383,2023-09-23 22:00:00,West,Office Supplies,2,393,36
6384,2023-09-23 23:00:00,East,Furniture,2,329,91
6385,2023-09-24 00:00:00,West,Furniture,3,167,113
6386,2023-09-24 01:00:00,North,Office Supplies,4,269,70
6387,2023-09-24 02:00:00,West,Furniture,3,156,99
6388,2023-09-24 03:00:00,South,Electronics,4,114,101
6389,2023-09-24 04:00:00,South,Office Supplies,1,257,51
6390,2023-09-24 05:00:00,North,Office Supplies,4,303,122
6391,2023-09-24 06:00:00,South,Office Supplies,1,339,39
6392,2023-09-24 07:00:00,South,Furniture,2,54,104
6393,2023-09-24 08:00:00,East,Electronics,1,315,68
6394,2023-09-24 09:00:00,West,Office Supplies,4,400,16
6395,2023-09-24 10:00:00,North,Office Supplies,2,377,124
6396,2023-09-24 11:00:00,North,Furniture,2,277,48
6397,2023-09-24 12:00:00,North,Electronics,3,406,15
6398,2023-09-24 13:00:00,North,Office Supplies,4,289,93
6399,2023-09-24 14:00:00,North,Furniture,4,484,50
6400,2023-09-24 15:00:00,South,Office Supplies,3,374,63
6401,2023-09-24 16:00:00,East,Furniture,3,343,103
6402,2023-09-24 17:00:00,North,Electronics,2,66,56
6403,2023-09-24 18:00:00,East,Furniture,3,113,52
6404,2023-09-24 19:00:00,East,Office Supplies,2,201,82
6405,2023-09-24 20:00:00,South,Office Supplies,4,461,136
6406,2023-09-24 21:00:00,North,Furniture,3,209,106
6407,2023-09-24 22:00:00,South,Electronics,4,70,36
6408,2023-09-24 23:00:00,North,Electronics,2,225,94
6409,2023-09-25 00:00:00,South,Office Supplies,1,323,80
6410,2023-09-25 01:00:00,East,Office Supplies,1,430,37
6411,2023-09-25 02:00:00,North,Furniture,4,352,146
6412,2023-09-25 03:00:00,West,Furniture,2,458,108
6413,2023-09-25 04:00:00,East,Furniture,2,144,57
6414,2023-09-25 05:00:00,West,Electronics,1,231,112
6415,2023-09-25 06:00:00,East,Electronics,2,388,46
6416,2023-09-25 07:00:00,South,Office Supplies,2,452,40
6417,2023-09-25 08:00:00,North,Office Supplies,4,427,29
6418,2023-09-25 09:00:00,East,Office Supplies,1,285,119
6419,2023-09-25 10:00:00,South,Furniture,2,154,90
6420,2023-09-25 11:00:00,North,Electronics,4,391,13
6421,2023-09-25 12:00:00,North,Office Supplies,3,292,111
6422,2023-09-25 13:00:00,East,Office Supplies,1,297,73
6423,2023-09-25 14:00:00,North,Office Supplies,4,334,74
6424,2023-09-25 15:00:00,East,Office Supplies,3,319,133
6425,2023-09-25 16:00:00,North,Office Supplies,2,286,35
6426,2023-09-25 17:00:00,West,Office Supplies,2,317,132
6427,2023-09-25 18:00:00,South,Electronics,3,298,135
6428,2023-09-25 19:00:00,West,Office Supplies,4,393,106
6429,2023-09-25 20:00:00,East,Electronics,2,463,120
6430,2023-09-25 21:00:00,West,Furniture,2,233,8
6431,2023-09-25 22:00:00,East,Electronics,4,81,144
6432,2023-09-25 23:00:00,North,Furniture,4,386,126
6433,2023-09-26 00:00:00,North,Electronics,3,73,66
6434,2023-09-26 01:00:00,East,Electronics,2,357,75
6435,2023-09-26 02:00:00,West,Office Supplies,4,394,96
6436,2023-09-26 03:00:00,North,Electronics,1,384,139
6437,2023-09-26 04:00:00,South,Electronics,3,493,60
6438,2023-09-26 05:00:00,North,Office Supplies,3,131,71
6439,2023-09-26 06:00:00,South,Furniture,3,497,145
6440,2023-09-26 07:00:00,West,Office Supplies,3,288,67
6441,2023-09-26 08:00:00,South,Office Supplies,1,343,45
6442,2023-09-26 09:00:00,South,Office Supplies,3,126,69
6443,2023-09-26 10:00:00,South,Furniture,3,302,101
6444,2023-09-26 11:00:00,South,Electronics,4,390,40
6445,2023-09-26 12:00:00,North,Electronics,2,187,18
6446,2023-09-26 13:00:00,South,Office Supplies,3,93,51
6447,2023-09-26 14:00:00,North,Office Supplies,4,255,84
6448,2023-09-26 15:00:00,South,Electronics,4,111,18
6449,2023-09-26 16:00:00,East,Electronics,2,104,83
6450,2023-09-26 17:00:00,West,Electronics,4,391,120
6451,2023-09-26 18:00:00,South,Furniture,4,94,5
6452,2023-09-26 19:00:00,East,Furniture,3,103,23
6453,2023-09-26 20:00:00,South,Office Supplies,3,264,125
6454,2023-09-26 21:00:00,South,Furniture,4,247,62
6455,2023-09-26 22:00:00,South,Office Supplies,1,102,139
6456,2023-09-26 23:00:00,East,Electronics,2,413,81
6457,2023-09-27 00:00:00,West,Electronics,4,34,119
6458,2023-09-27 01:00:00,East,Office Supplies,4,320,68
6459,2023-09-27 02:00:00,West,Electronics,1,200,22
6460,2023-09-27 03:00:00,South,Office Supplies,2,357,54
6461,2023-09-27 04:00:00,North,Office Supplies,4,282,72
6462,2023-09-27 05:00:00,South,Office Supplies,4,433,95
6463,2023-09-27 06:00:00,West,Furniture,3,97,20
6464,2023-09-27 07:00:00,East,Office Supplies,4,248,146
6465,2023-09-27 08:00:00,South,Office Supplies,1,252,82
6466,2023-09-27 09:00:00,East,Office Supplies,4,49,139
6467,2023-09-27 10:00:00,East,Furniture,2,393,60
6468,2023-09-27 11:00:00,East,Electronics,2,174,18
6469,2023-09-27 12:00:00,South,Furniture,1,324,113
6470,2023-09-27 13:00:00,East,Office Supplies,4,204,74
6471,2023-09-27 14:00:00,East,Furniture,4,467,66
6472,2023-09-27 15:00:00,South,Electronics,4,376,47
6473,2023-09-27 16:00:00,East,Electronics,4,466,61
6474,2023-09-27 17:00:00,South,Office Supplies,4,451,106
6475,2023-09-27 18:00:00,West,Electronics,2,274,79
6476,2023-09-27 19:00:00,West,Furniture,3,188,55
6477,2023-09-27 20:00:00,West,Furniture,2,100,71
6478,2023-09-27 21:00:00,East,Electronics,3,305,133
6479,2023-09-27 22:00:00,North,Office Supplies,2,229,84
6480,2023-09-27 23:00:00,North,Office Supplies,1,278,64
6481,2023-09-28 00:00:00,East,Furniture,4,495,7
6482,2023-09-28 01:00:00,North,Electronics,3,56,76
6483,2023-09-28 02:00:00,South,Furniture,2,305,118
6484,2023-09-28 03:00:00,North,Furniture,3,73,84
6485,2023-09-28 04:00:00,East,Furniture,4,488,115
6486,2023-09-28 05:00:00,East,Office Supplies,1,388,58
6487,2023-09-28 06:00:00,South,Electronics,4,231,6
6488,2023-09-28 07:00:00,West,Electronics,2,361,33
6489,2023-09-28 08:00:00,East,Office Supplies,2,119,20
6490,2023-09-28 09:00:00,South,Furniture,3,104,99
6491,2023-09-28 10:00:00,North,Furniture,1,491,63
6492,2023-09-28 11:00:00,North,Office Supplies,1,232,143
6493,2023-09-28 12:00:00,South,Electronics,2,410,28
6494,2023-09-28 13:00:00,South,Office Supplies,3,283,87
6495,2023-09-28 14:00:00,East,Electronics,4,489,78
6496,2023-09-28 15:00:00,North,Electronics,4,105,100
6497,2023-09-28 16:00:00,South,Electronics,2,82,91
6498,2023-09-28 17:00:00,North,Furniture,2,466,101
6499,2023-09-28 18:00:00,South,Furniture,4,211,98
6500,2023-09-28 19:00:00,North,Office Supplies,4,433,98
6501,2023-09-28 20:00:00,West,Office Supplies,4,112,75
6502,2023-09-28 21:00:00,East,Furniture,3,272,57
6503,2023-09-28 22:00:00,North,Office Supplies,1,157,118
6504,2023-09-28 23:00:00,West,Furniture,2,472,133
6505,2023-09-29 00:00:00,North,Furniture,2,68,98
6506,2023-09-29 01:00:00,North,Electronics,3,140,102
6507,2023-09-29 02:00:00,West,Electronics,4,58,122
6508,2023-09-29 03:00:00,North,Furniture,3,53,38
6509,2023-09-29 04:00:00,North,Electronics,4,377,65
6510,2023-09-29 05:00:00,East,Furniture,2,285,106
6511,2023-09-29 06:00:00,West,Electronics,1,28,65
6512,2023-09-29 07:00:00,West,Office Supplies,3,207,12
6513,2023-09-29 08:00:00,South,Office Supplies,4,115,58
6514,2023-09-29 09:00:00,North,Furniture,2,152,50
6515,2023-09-29 10:00:00,East,Furniture,1,182,122
6516,2023-09-29 11:00:00,North,Electronics,3,158,97
6517,2023-09-29 12:00:00,North,Electronics,3,317,35
6518,2023-09-29 13:00:00,South,Furniture,2,99,26
6519,2023-09-29 14:00:00,North,Office Supplies,3,110,61
6520,2023-09-29 15:00:00,East,Office Supplies,2,275,108
6521,2023-09-29 16:00:00,East,Furniture,3,167,21
6522,2023-09-29 17:00:00,South,Office Supplies,1,198,93
6523,2023-09-29 18:00:00,North,Furniture,1,276,105
6524,2023-09-29 19:00:00,East,Electronics,3,237,71
6525,2023-09-29 20:00:00,North,Office Supplies,2,286,60
6526,2023-09-29 21:00:00,North,Office Supplies,4,336,28
6527,2023-09-29 22:00:00,North,Electronics,3,98,29
6528,2023-09-29 23:00:00,South,Electronics,4,186,118
6529,2023-09-30 00:00:00,North,Office Supplies,2,123,14
6530,2023-09-30 01:00:00,East,Office Supplies,4,323,40
6531,2023-09-30 02:00:00,North,Furniture,3,357,129
6532,2023-09-30 03:00:00,East,Furniture,1,491,122
6533,2023-09-30 04:00:00,North,Office Supplies,2,303,149
6534,2023-09-30 05:00:00,East,Furniture,1,364,62
6535,2023-09-30 06:00:00,East,Electronics,1,234,87
6536,2023-09-30 07:00:00,North,Furniture,1,94,86
6537,2023-09-30 08:00:00,North,Furniture,3,244,27
6538,2023-09-30 09:00:00,East,Office Supplies,2,355,140
6539,2023-09-30 10:00:00,West,Furniture,4,311,54
6540,2023-09-30 11:00:00,South,Office Supplies,1,362,148
6541,2023-09-30 12:00:00,West,Office Supplies,4,89,93
6542,2023-09-30 13:00:00,West,Office Supplies,2,382,47
6543,2023-09-30 14:00:00,North,Electronics,2,209,100
6544,2023-09-30 15:00:00,South,Furniture,4,491,117
6545,2023-09-30 16:00:00,West,Furniture,4,125,118
6546,2023-09-30 17:00:00,North,Furniture,1,89,86
6547,2023-09-30 18:00:00,West,Office Supplies,4,29,100
6548,2023-09-30 19:00:00,West,Electronics,4,233,50
6549,2023-09-30 20:00:00,North,Office Supplies,3,490,108
6550,2023-09-30 21:00:00,North,Furniture,1,24,19
6551,2023-09-30 22:00:00,North,Office Supplies,1,47,53
6552,2023-09-30 23:00:00,South,Office Supplies,2,334,79
6553,2023-10-01 00:00:00,West,Furniture,4,412,10
6554,2023-10-01 01:00:00,North,Office Supplies,3,442,59
6555,2023-10-01 02:00:00,East,Office Supplies,2,260,87
6556,2023-10-01 03:00:00,West,Electronics,3,255,80
6557,2023-10-01 04:00:00,East,Office Supplies,1,111,19
6558,2023-10-01 05:00:00,South,Electronics,4,337,15
6559,2023-10-01 06:00:00,North,Furniture,3,364,131
6560,2023-10-01 07:00:00,East,Electronics,2,382,124
6561,2023-10-01 08:00:00,South,Office Supplies,1,57,78
6562,2023-10-01 09:00:00,North,Furniture,3,238,55
6563,2023-10-01 10:00:00,East,Office Supplies,3,171,92
6564,2023-10-01 11:00:00,East,Office Supplies,2,211,104
6565,2023-10-01 12:00:00,South,Electronics,3,140,69
6566,2023-10-01 13:00:00,North,Office Supplies,1,190,21
6567,2023-10-01 14:00:00,North,Electronics,3,129,146
6568,2023-10-01 15:00:00,East,Furniture,4,163,42
6569,2023-10-01 16:00:00,East,Furniture,4,85,122
6570,2023-10-01 17:00:00,East,Office Supplies,2,341,128
6571,2023-10-01 18:00:00,North,Electronics,4,216,41
6572,2023-10-01 19:00:00,South,Office Supplies,4,65,90
6573,2023-10-01 20:00:00,South,Office Supplies,3,168,115
6574,2023-10-01 21:00:00,North,Office Supplies,1,79,139
6575,2023-10-01 22:00:00,West,Office Supplies,1,157,15
6576,2023-10-01 23:00:00,South,Electronics,3,421,82
6577,2023-10-02 00:00:00,East,Office Supplies,4,109,117
6578,2023-10-02 01:00:00,West,Furniture,3,231,56
6579,2023-10-02 02:00:00,West,Electronics,4,188,73
6580,2023-10-02 03:00:00,South,Office Supplies,4,439,75
6581,2023-10-02 04:00:00,West,Electronics,4,132,19
6582,2023-10-02 05:00:00,West,Office Supplies,1,360,86
6583,2023-10-02 06:00:00,South,Furniture,2,85,5
6584,2023-10-02 07:00:00,South,Furniture,1,321,143
6585,2023-10-02 08:00:00,West,Furniture,4,137,14
6586,2023-10-02 09:00:00,East,Electronics,3,244,122
6587,2023-10-02 10:00:00,North,Furniture,3,170,46
6588,2023-10-02 11:00:00,West,Office Supplies,4,186,98
6589,2023-10-02 12:00:00,West,Office Supplies,2,114,118
6590,2023-10-02 13:00:00,East,Office Supplies,1,279,45
6591,2023-10-02 14:00:00,West,Electronics,1,444,130
6592,2023-10-02 15:00:00,West,Electronics,4,278,128
6593,2023-10-02 16:00:00,North,Furniture,4,456,16
6594,2023-10-02 17:00:00,North,Electronics,2,139,130
6595,2023-10-02 18:00:00,North,Office Supplies,1,93,102
6596,2023-10-02 19:00:00,South,Office Supplies,2,381,110
6597,2023-10-02 20:00:00,South,Office Supplies,1,115,118
6598,2023-10-02 21:00:00,North,Electronics,2,311,117
6599,2023-10-02 22:00:00,North,Office Supplies,2,196,62
6600,2023-10-02 23:00:00,South,Furniture,2,46,118
6601,2023-10-03 00:00:00,East,Electronics,3,328,114
6602,2023-10-03 01:00:00,West,Office Supplies,3,324,15
6603,2023-10-03 02:00:00,West,Office Supplies,3,230,131
6604,2023-10-03 03:00:00,North,Electronics,1,377,87
6605,2023-10-03 04:00:00,East,Electronics,2,276,44
6606,2023-10-03 05:00:00,South,Furniture,4,493,118
6607,2023-10-03 06:00:00,North,Electronics,4,449,98
6608,2023-10-03 07:00:00,East,Office Supplies,1,337,103
6609,2023-10-03 08:00:00,East,Furniture,1,224,72
6610,2023-10-03 09:00:00,East,Office Supplies,4,374,9
6611,2023-10-03 10:00:00,South,Office Supplies,2,85,139
6612,2023-10-03 11:00:00,South,Office Supplies,3,169,129
6613,2023-10-03 12:00:00,West,Electronics,1,186,35
6614,2023-10-03 13:00:00,West,Electronics,1,239,29
6615,2023-10-03 14:00:00,East,Office Supplies,1,319,106
6616,2023-10-03 15:00:00,East,Electronics,4,277,85
6617,2023-10-03 16:00:00,South,Office Supplies,3,222,83
6618,2023-10-03 17:00:00,West,Electronics,2,259,123
6619,2023-10-03 18:00:00,East,Electronics,2,334,111
6620,2023-10-03 19:00:00,West,Electronics,4,248,11
6621,2023-10-03 20:00:00,West,Furniture,1,493,107
6622,2023-10-03 21:00:00,East,Electronics,4,175,55
6623,2023-10-03 22:00:00,South,Furniture,4,237,59
6624,2023-10-03 23:00:00,East,Furniture,2,484,42
6625,2023-10-04 00:00:00,East,Furniture,3,214,60
6626,2023-10-04 01:00:00,West,Office Supplies,2,289,96
6627,2023-10-04 02:00:00,East,Electronics,4,35,76
6628,2023-10-04 03:00:00,South,Office Supplies,4,260,81
6629,2023-10-04 04:00:00,East,Furniture,1,271,50
6630,2023-10-04 05:00:00,South,Electronics,1,70,41
6631,2023-10-04 06:00:00,South,Office Supplies,4,375,7
6632,2023-10-04 07:00:00,West,Furniture,2,47,82
6633,2023-10-04 08:00:00,North,Office Supplies,1,495,81
6634,2023-10-04 09:00:00,North,Office Supplies,3,72,54
6635,2023-10-04 10:00:00,West,Electronics,3,327,111
6636,2023-10-04 11:00:00,East,Electronics,4,135,35
6637,2023-10-04 12:00:00,West,Office Supplies,3,428,11
6638,2023-10-04 13:00:00,South,Electronics,3,460,61
6639,2023-10-04 14:00:00,North,Electronics,1,28,40
6640,2023-10-04 15:00:00,West,Office Supplies,1,30,90
6641,2023-10-04 16:00:00,East,Electronics,2,126,28
6642,2023-10-04 17:00:00,West,Electronics,1,320,28
6643,2023-10-04 18:00:00,North,Furniture,2,360,60
6644,2023-10-04 19:00:00,West,Electronics,1,277,81
6645,2023-10-04 20:00:00,West,Furniture,4,201,128
6646,2023-10-04 21:00:00,North,Office Supplies,2,437,32
6647,2023-10-04 22:00:00,South,Furniture,4,189,81
6648,2023-10-04 23:00:00,South,Office Supplies,2,480,82
6649,2023-10-05 00:00:00,North,Electronics,3,344,100
6650,2023-10-05 01:00:00,West,Electronics,2,158,49
6651,2023-10-05 02:00:00,North,Furniture,2,304,73
6652,2023-10-05 03:00:00,South,Office Supplies,2,130,103
6653,2023-10-05 04:00:00,East,Electronics,2,111,124
6654,2023-10-05 05:00:00,West,Furniture,2,239,72
6655,2023-10-05 06:00:00,South,Furniture,3,24,82
6656,2023-10-05 07:00:00,West,Furniture,2,39,79
6657,2023-10-05 08:00:00,North,Electronics,4,120,87
6658,2023-10-05 09:00:00,East,Office Supplies,2,314,6
6659,2023-10-05 10:00:00,North,Electronics,2,477,135
6660,2023-10-05 11:00:00,East,Electronics,4,435,91
6661,2023-10-05 12:00:00,West,Office Supplies,1,176,52
6662,2023-10-05 13:00:00,West,Furniture,1,469,69
6663,2023-10-05 14:00:00,North,Electronics,3,402,46
6664,2023-10-05 15:00:00,East,Furniture,2,20,138
6665,2023-10-05 16:00:00,East,Furniture,2,231,63
6666,2023-10-05 17:00:00,West,Office Supplies,1,138,85
6667,2023-10-05 18:00:00,North,Office Supplies,2,404,23
6668,2023-10-05 19:00:00,East,Office Supplies,3,279,112
6669,2023-10-05 20:00:00,West,Furniture,4,418,65
6670,2023-10-05 21:00:00,South,Furniture,2,194,124
6671,2023-10-05 22:00:00,North,Electronics,4,433,134
6672,2023-10-05 23:00:00,South,Furniture,3,153,83
6673,2023-10-06 00:00:00,North,Office Supplies,1,121,23
6674,2023-10-06 01:00:00,West,Office Supplies,3,404,101
6675,2023-10-06 02:00:00,East,Office Supplies,3,474,74
6676,2023-10-06 03:00:00,East,Office Supplies,3,81,98
6677,2023-10-06 04:00:00,East,Furniture,3,467,135
6678,2023-10-06 05:00:00,North,Office Supplies,4,408,128
6679,2023-10-06 06:00:00,West,Electronics,3,73,137
6680,2023-10-06 07:00:00,South,Furniture,3,324,71
6681,2023-10-06 08:00:00,West,Office Supplies,3,26,43
6682,2023-10-06 09:00:00,South,Electronics,3,375,133
6683,2023-10-06 10:00:00,North,Office Supplies,4,22,113
6684,2023-10-06 11:00:00,North,Furniture,3,351,55
6685,2023-10-06 12:00:00,South,Furniture,1,398,107
6686,2023-10-06 13:00:00,South,Electronics,3,464,85
6687,2023-10-06 14:00:00,South,Furniture,3,354,110
6688,2023-10-06 15:00:00,West,Electronics,2,487,55
6689,2023-10-06 16:00:00,South,Office Supplies,2,444,32
6690,2023-10-06 17:00:00,North,Furniture,2,168,34
6691,2023-10-06 18:00:00,North,Office Supplies,3,307,12
6692,2023-10-06 19:00:00,East,Office Supplies,1,31,45
6693,2023-10-06 20:00:00,South,Furniture,1,123,63
6694,2023-10-06 21:00:00,West,Office Supplies,2,130,38
6695,2023-10-06 22:00:00,West,Electronics,2,282,75
6696,2023-10-06 23:00:00,West,Electronics,3,454,120
6697,2023-10-07 00:00:00,East,Electronics,1,192,42
6698,2023-10-07 01:00:00,North,Furniture,1,114,113
6699,2023-10-07 02:00:00,West,Office Supplies,2,340,121
6700,2023-10-07 03:00:00,North,Office Supplies,1,463,26
6701,2023-10-07 04:00:00,East,Office Supplies,2,222,25
6702,2023-10-07 05:00:00,South,Office Supplies,2,64,51
6703,2023-10-07 06:00:00,South,Electronics,4,53,54
6704,2023-10-07 07:00:00,South,Furniture,4,230,123
6705,2023-10-07 08:00:00,West,Electronics,3,414,142
6706,2023-10-07 09:00:00,South,Electronics,2,244,115
6707,2023-10-07 10:00:00,West,Furniture,3,436,32
6708,2023-10-07 11:00:00,East,Furniture,4,283,41
6709,2023-10-07 12:00:00,East,Electronics,1,320,55
6710,2023-10-07 13:00:00,West,Office Supplies,4,475,12
6711,2023-10-07 14:00:00,North,Furniture,4,245,118
6712,2023-10-07 15:00:00,South,Furniture,4,123,23
6713,2023-10-07 16:00:00,South,Electronics,1,494,34
6714,2023-10-07 17:00:00,South,Office Supplies,4,240,146
6715,2023-10-07 18:00:00,West,Furniture,2,353,40
6716,2023-10-07 19:00:00,East,Electronics,2,437,139
6717,2023-10-07 20:00:00,South,Furniture,4,320,120
6718,2023-10-07 21:00:00,East,Office Supplies,3,142,111
6719,2023-10-07 22:00:00,South,Electronics,3,468,38
6720,2023-10-07 23:00:00,South,Electronics,1,476,36
6721,2023-10-08 00:00:00,West,Office Supplies,1,455,46
6722,2023-10-08 01:00:00,North,Electronics,2,413,123
6723,2023-10-08 02:00:00,West,Office Supplies,2,241,18
6724,2023-10-08 03:00:00,South,Electronics,4,62,118
6725,2023-10-08 04:00:00,South,Office Supplies,3,229,98
6726,2023-10-08 05:00:00,North,Furniture,2,356,35
6727,2023-10-08 06:00:00,East,Furniture,3,473,136
6728,2023-10-08 07:00:00,East,Furniture,1,30,13
6729,2023-10-08 08:00:00,South,Electronics,1,235,104
6730,2023-10-08 09:00:00,East,Office Supplies,4,183,74
6731,2023-10-08 10:00:00,South,Office Supplies,4,244,28
6732,2023-10-08 11:00:00,North,Furniture,2,244,102
6733,2023-10-08 12:00:00,North,Furniture,3,265,69
6734,2023-10-08 13:00:00,South,Furniture,2,165,149
6735,2023-10-08 14:00:00,North,Office Supplies,2,210,104
6736,2023-10-08 15:00:00,West,Furniture,3,280,54
6737,2023-10-08 16:00:00,West,Electronics,2,306,24
6738,2023-10-08 17:00:00,North,Furniture,4,35,63
6739,2023-10-08 18:00:00,South,Furniture,3,213,63
6740,2023-10-08 19:00:00,South,Office Supplies,3,28,94
6741,2023-10-08 20:00:00,North,Electronics,2,21,143
6742,2023-10-08 21:00:00,East,Office Supplies,3,312,88
6743,2023-10-08 22:00:00,West,Electronics,4,103,69
6744,2023-10-08 23:00:00,East,Electronics,4,462,81
6745,2023-10-09 00:00:00,South,Furniture,1,228,62
6746,2023-10-09 01:00:00,South,Furniture,1,77,104
6747,2023-10-09 02:00:00,East,Office Supplies,1,492,127
6748,2023-10-09 03:00:00,North,Office Supplies,1,358,48
6749,2023-10-09 04:00:00,East,Office Supplies,2,125,146
6750,2023-10-09 05:00:00,East,Electronics,1,155,129
6751,2023-10-09 06:00:00,West,Office Supplies,1,327,56
6752,2023-10-09 07:00:00,West,Electronics,1,350,126
6753,2023-10-09 08:00:00,East,Electronics,1,480,16
6754,2023-10-09 09:00:00,East,Electronics,2,96,42
6755,2023-10-09 10:00:00,South,Electronics,1,476,94
6756,2023-10-09 11:00:00,West,Electronics,3,344,108
6757,2023-10-09 12:00:00,West,Furniture,4,229,93
6758,2023-10-09 13:00:00,South,Electronics,3,251,16
6759,2023-10-09 14:00:00,North,Electronics,2,144,93
6760,2023-10-09 15:00:00,West,Furniture,2,199,40
6761,2023-10-09 16:00:00,West,Furniture,2,481,20
6762,2023-10-09 17:00:00,North,Furniture,4,309,117
6763,2023-10-09 18:00:00,West,Office Supplies,1,233,67
6764,2023-10-09 19:00:00,West,Office Supplies,2,451,47
6765,2023-10-09 20:00:00,North,Electronics,1,116,23
6766,2023-10-09 21:00:00,North,Electronics,2,427,142
6767,2023-10-09 22:00:00,East,Electronics,4,268,60
6768,2023-10-09 23:00:00,South,Electronics,3,240,47
6769,2023-10-10 00:00:00,South,Furniture,3,32,52
6770,2023-10-10 01:00:00,North,Office Supplies,4,325,44
6771,2023-10-10 02:00:00,North,Furniture,1,110,38
6772,2023-10-10 03:00:00,West,Office Supplies,2,212,114
6773,2023-10-10 04:00:00,East,Furniture,3,218,117
6774,2023-10-10 05:00:00,East,Electronics,4,279,117
6775,2023-10-10 06:00:00,North,Office Supplies,1,83,133
6776,2023-10-10 07:00:00,West,Electronics,3,349,23
6777,2023-10-10 08:00:00,West,Office Supplies,4,251,5
6778,2023-10-10 09:00:00,South,Office Supplies,2,246,124
6779,2023-10-10 10:00:00,South,Electronics,4,186,92
6780,2023-10-10 11:00:00,West,Electronics,1,270,107
6781,2023-10-10 12:00:00,South,Electronics,3,466,88
6782,2023-10-10 13:00:00,North,Furniture,2,205,32
6783,2023-10-10 14:00:00,West,Office Supplies,1,268,111
6784,2023-10-10 15:00:00,South,Office Supplies,4,291,49
6785,2023-10-10 16:00:00,East,Office Supplies,3,494,28
6786,2023-10-10 17:00:00,West,Electronics,3,359,48
6787,2023-10-10 18:00:00,West,Office Supplies,1,465,134
6788,2023-10-10 19:00:00,East,Office Supplies,2,157,82
6789,2023-10-10 20:00:00,North,Electronics,1,128,66
6790,2023-10-10 21:00:00,East,Electronics,3,337,147
6791,2023-10-10 22:00:00,West,Office Supplies,3,436,8
6792,2023-10-10 23:00:00,North,Furniture,3,474,130
6793,2023-10-11 00:00:00,South,Electronics,2,445,35
6794,2023-10-11 01:00:00,South,Furniture,3,63,63
6795,2023-10-11 02:00:00,South,Furniture,3,449,5
6796,2023-10-11 03:00:00,West,Furniture,1,361,73
6797,2023-10-11 04:00:00,East,Furniture,3,356,18
6798,2023-10-11 05:00:00,North,Electronics,4,220,27
6799,2023-10-11 06:00:00,South,Office Supplies,1,397,112
6800,2023-10-11 07:00:00,North,Office Supplies,3,123,118
6801,2023-10-11 08:00:00,West,Electronics,1,477,122
6802,2023-10-11 09:00:00,South,Electronics,1,498,148
6803,2023-10-11 10:00:00,West,Furniture,4,434,141
6804,2023-10-11 11:00:00,East,Furniture,1,408,123
6805,2023-10-11 12:00:00,West,Electronics,1,139,102
6806,2023-10-11 13:00:00,West,Office Supplies,2,421,49
6807,2023-10-11 14:00:00,East,Furniture,3,409,130
6808,2023-10-11 15:00:00,North,Electronics,2,381,139
6809,2023-10-11 16:00:00,East,Electronics,3,453,61
6810,2023-10-11 17:00:00,East,Electronics,1,402,68
6811,2023-10-11 18:00:00,West,Furniture,3,47,6
6812,2023-10-11 19:00:00,North,Electronics,1,126,10
6813,2023-10-11 20:00:00,South,Office Supplies,3,299,112
6814,2023-10-11 21:00:00,East,Electronics,1,472,65
6815,2023-10-11 22:00:00,North,Furniture,3,47,21
6816,2023-10-11 23:00:00,East,Office Supplies,3,205,30
6817,2023-10-12 00:00:00,East,Office Supplies,3,214,80
6818,2023-10-12 01:00:00,East,Electronics,1,165,45
6819,2023-10-12 02:00:00,East,Electronics,3,279,114
6820,2023-10-12 03:00:00,West,Office Supplies,1,379,103
6821,2023-10-12 04:00:00,North,Electronics,2,196,103
6822,2023-10-12 05:00:00,North,Furniture,3,147,58
6823,2023-10-12 06:00:00,North,Office Supplies,4,403,52
